CIT_ID_NO_x,legal_form,sector,province,small_business,revenue,expenditure,income,tax_free_income_total,tax_base_before_deductions,deductions_from_tax_base,income_tax_base_after_deductions,citax,weight_x,tax_collected_under_current_policy,weighted_tax_collected_under_current_policy,ID_NO,CIT_ID_NO_y,tax_collected_under_benchmark_cit_rate_small_business,weight_y,weighted_tax_collected_under_benchmark_cit_rate_small_business,tax_expenditure_Small Corporations Tax rate,tax_expenditure_Rate at which Small Corporations are Taxed,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_statistic_purpose_art_17_1_4d_etc,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_statistic_purpose_art_17_1_4d_etc,"tax_expenditure_Revenue(s) Tax-Free, Intended For Statutory Purposes or Other Purposes","tax_expenditure_Dochody(Przych.) Wolne Od Pod.,Cele Stat.",CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_4,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_4,tax_expenditure_Tax-Free Income from (Article 17 (1) (4)),tax_expenditure_Dochody Wolne Od Podatku (Art.17 Ust.1 Pkt 4),CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_non_agriculture_art_17_1_4e,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_non_agriculture_art_17_1_4e,tax_expenditure_Tax Free Income from Non-Agricultural Activities,tax_expenditure_Dochody Z DziaÅ‚alnoÅ›ci Pozarolniczej-Wolne Od Podatku,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_art_17_1_21,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_art_17_1_21,"tax_expenditure_Grants, Subsidies, Surcharges And Other Gratuitous Benefits","tax_expenditure_Dotacje, Subwen., DopÅ‚aty I Inne Nieodp. Swiad.-Wolne Od Podatku",CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_23_24,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_23_24,tax_expenditure_Totax-Free Income Pursuant to Article 17 Clause 1 point 23 and 24,tax_expenditure_DochÃ³d Wolny Od Podatku na Podstawie Art. 17 Ust.1 Pkt 23 I Pkt 24,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_34,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_34,tax_expenditure_Tax-Free Income Pursuant to Article 17(1) point 34,tax_expenditure_Dochody Wolne Od Podatku Na Podstawie Art.17 Ust.1 Pkt.34,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_39,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_art_17_1_39,tax_expenditure_Tax-Free Income Pursuant to Article 17(1) point 39,tax_expenditure_Dochody Wolne Od Podatku na Podstawie Art.17 Ust.1 Pkt.34,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_housing_coops_art_17_1_44,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_housing_coops_art_17_1_44,"tax_expenditure_Income of Housing Cooperatives, Housing Associations-Tax Free","tax_expenditure_Dochody SpÃ³Å‚dzielni Mieszkan.,WspÃ³lnot Mieszkan-Wolne od Podatku",CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_state_local_art_17_1_47,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_subsidies_state_local_art_17_1_47,tax_expenditure_Subsidies from the State Budget or Local Government-Tax-Free,tax_expenditure_Dotacje z BudÅ¼etu PaÅ„stwa Lub Jst- Wolne od Podatku,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_amounts_government_agencies_art_17_1_48,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_amounts_government_agencies_art_17_1_48,tax_expenditure_Amounts from Government Agencies or Executive Agencies-Tax-Free,tax_expenditure_Kwoty od Agencji RzÄ…dowych Lub Agencji Wykonawczych-Wolne od Podat.,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_agriculture_producer_groups_art_17_1_49,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_agriculture_producer_groups_art_17_1_49,tax_expenditure_Income of Agricultural Producer Groups-Tax Free,tax_expenditure_Dochody Grup ProducentÃ³w Rolnych-Wolne od Podatku Na,CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_financial_programs_central_europe_art_17_1_52,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_financial_programs_central_europe_art_17_1_52,tax_expenditure_Income from Paying Financial Programs from Central Europe-Tax Free,tax_expenditure_Dochody z Tyt. PÅ‚atn. Progr.Finans.z Udz.Å›rod.Europ.-od Podatku,CIT_ID_NO_x,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_environmental_finances_art_17_1_53,weight_x,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_environmental_finances_art_17_1_53,"tax_expenditure_Income from Environmental Finances, Received by Project Participant-Free of Tax","tax_expenditure_Dochody z Tyt. Å›rod.Fin., Otrz. Przez Uczest.Proj.-Wolne od Podatku",CIT_ID_NO_y,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other_art_17_1,weight_y,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other_art_17_1,tax_expenditure_Other Income-Free of Tax Pursuant to Article 17 clause 1,tax_expenditure_PozostaÅ‚e Dochody (Przychody) Wolne od Podatku z Art.17 Ust.1 ,CIT_ID_NO,tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other,weight,weighted_tax_collected_under_benchmark_percent_exempt_rate_tax_free_income_other,tax_expenditure_Tax-Free Income-Other,tax_expenditure_Dochody Wolne od Podatku-Inne
250,0.0,Professional/Scientific,Mazowieckie,0,8592324.88,8331107.12,261217.7600000007,0.0,261217.7600000007,0.0,261217.7600000007,49631.37440000013,800,49631.37440000013,39705099.52000011,A250,250,49631,800,39705100,0.0,0.0,250,49631,800,39705100,0.0,0.0,250,49631,800,39705100,0.0,0.0,250,49631,800,39705100,0.0,0.0,250,49631,800,39705100,0.0,0.0,250,49631,800,39705100,0.0,0.0,250,49631,800,39705100,0.0,0.0,250,49631,800,39705100,0.0,0.0,250,49631,800,39705100,0.0,0.0,250,49631,800,39705100,0.0,0.0,250,49631,800,39705100,0.0,0.0,250,49631,800,39705100,0.0,0.0,250,49631,800,39705100,0.0,0.0,250,49631,800,39705100,0.0,0.0,250,49631,800,39705100,0.0,0.0,250,49631,800,39705100,0.0,0.0
251,0.0,Construction,Mazowieckie,0,8592134.26,7957596.78,634537.4799999995,0.0,634537.4799999995,0.0,634537.4799999995,120562.1211999999,800,120562.1211999999,96449696.95999992,A251,251,120562,800,96449697,0.0,0.0,251,120562,800,96449697,0.0,0.0,251,120562,800,96449697,0.0,0.0,251,120562,800,96449697,0.0,0.0,251,120562,800,96449697,0.0,0.0,251,120562,800,96449697,0.0,0.0,251,120562,800,96449697,0.0,0.0,251,120562,800,96449697,0.0,0.0,251,120562,800,96449697,0.0,0.0,251,120562,800,96449697,0.0,0.0,251,120562,800,96449697,0.0,0.0,251,120562,800,96449697,0.0,0.0,251,120562,800,96449697,0.0,0.0,251,120562,800,96449697,0.0,0.0,251,120562,800,96449697,0.0,0.0,251,120562,800,96449697,0.0,0.0
252,0.0,ICT,Wielkopolskie,0,8591446.87,7367633.94,1223812.9299999988,0.0,1208812.9299999988,0.0,1208812.9299999988,229674.45669999978,800,229674.45669999978,183739565.35999984,A252,252,229674,800,183739565,0.0,0.0,252,229674,800,183739565,0.0,0.0,252,229674,800,183739565,0.0,0.0,252,229674,800,183739565,0.0,0.0,252,229674,800,183739565,0.0,0.0,252,229674,800,183739565,0.0,0.0,252,229674,800,183739565,0.0,0.0,252,229674,800,183739565,0.0,0.0,252,229674,800,183739565,0.0,0.0,252,229674,800,183739565,0.0,0.0,252,229674,800,183739565,0.0,0.0,252,229674,800,183739565,0.0,0.0,252,229674,800,183739565,0.0,0.0,252,229674,800,183739565,0.0,0.0,252,229674,800,183739565,0.0,0.0,252,229674,800,183739565,0.0,0.0
253,0.0,Construction,Pomorskie,0,8589880.88,6409745.66,2180135.2200000007,0.0,1945119.0000000007,0.0,1945119.0000000007,369572.61000000016,800,369572.61000000016,295658088.0000001,A253,253,369573,800,295658088,0.0,0.0,253,369573,800,295658088,0.0,0.0,253,369573,800,295658088,0.0,0.0,253,369573,800,295658088,0.0,0.0,253,369573,800,295658088,0.0,0.0,253,369573,800,295658088,0.0,0.0,253,369573,800,295658088,0.0,0.0,253,369573,800,295658088,0.0,0.0,253,369573,800,295658088,0.0,0.0,253,369573,800,295658088,0.0,0.0,253,369573,800,295658088,0.0,0.0,253,369573,800,295658088,0.0,0.0,253,369573,800,295658088,0.0,0.0,253,369573,800,295658088,0.0,0.0,253,369573,800,295658088,0.0,0.0,253,369573,800,295658088,0.0,0.0
254,0.0,Health,Pomorskie,0,8589592.81,11443267.81,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A254,254,0,800,0,0.0,0.0,254,0,800,0,0.0,0.0,254,0,800,0,0.0,0.0,254,0,800,0,0.0,0.0,254,0,800,0,0.0,0.0,254,0,800,0,0.0,0.0,254,0,800,0,0.0,0.0,254,0,800,0,0.0,0.0,254,0,800,0,0.0,0.0,254,0,800,0,0.0,0.0,254,0,800,0,0.0,0.0,254,0,800,0,0.0,0.0,254,0,800,0,0.0,0.0,254,0,800,0,0.0,0.0,254,0,800,0,0.0,0.0,254,0,800,0,0.0,0.0
255,0.0,Hotels and Restaurants,Pomorskie,0,8589494.74,6952554.66,1636940.08,0.0,1636940.08,0.0,1636940.08,311018.6152,800,311018.6152,248814892.16,A255,255,311019,800,248814892,0.0,0.0,255,311019,800,248814892,0.0,0.0,255,311019,800,248814892,0.0,0.0,255,311019,800,248814892,0.0,0.0,255,311019,800,248814892,0.0,0.0,255,311019,800,248814892,0.0,0.0,255,311019,800,248814892,0.0,0.0,255,311019,800,248814892,0.0,0.0,255,311019,800,248814892,0.0,0.0,255,311019,800,248814892,0.0,0.0,255,311019,800,248814892,0.0,0.0,255,311019,800,248814892,0.0,0.0,255,311019,800,248814892,0.0,0.0,255,311019,800,248814892,0.0,0.0,255,311019,800,248814892,0.0,0.0,255,311019,800,248814892,0.0,0.0
256,0.0,Real Estate,Wielkopolskie,0,8589084.67,8807348.81,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A256,256,0,800,0,0.0,0.0,256,0,800,0,0.0,0.0,256,0,800,0,0.0,0.0,256,0,800,0,0.0,0.0,256,0,800,0,0.0,0.0,256,0,800,0,0.0,0.0,256,0,800,0,0.0,0.0,256,0,800,0,0.0,0.0,256,0,800,0,0.0,0.0,256,0,800,0,0.0,0.0,256,0,800,0,0.0,0.0,256,0,800,0,0.0,0.0,256,0,800,0,0.0,0.0,256,0,800,0,0.0,0.0,256,0,800,0,0.0,0.0,256,0,800,0,0.0,0.0
257,0.0,Wholesale/Retail Trade,Lubelskie,0,8588809.61,8215201.24,373608.3699999992,0.0,373608.3699999992,0.0,373608.3699999992,70985.59029999985,800,70985.59029999985,56788472.23999988,A257,257,70986,800,56788472,0.0,0.0,257,70986,800,56788472,0.0,0.0,257,70986,800,56788472,0.0,0.0,257,70986,800,56788472,0.0,0.0,257,70986,800,56788472,0.0,0.0,257,70986,800,56788472,0.0,0.0,257,70986,800,56788472,0.0,0.0,257,70986,800,56788472,0.0,0.0,257,70986,800,56788472,0.0,0.0,257,70986,800,56788472,0.0,0.0,257,70986,800,56788472,0.0,0.0,257,70986,800,56788472,0.0,0.0,257,70986,800,56788472,0.0,0.0,257,70986,800,56788472,0.0,0.0,257,70986,800,56788472,0.0,0.0,257,70986,800,56788472,0.0,0.0
258,0.0,Not determined,Mazowieckie,0,8587977.1,8220148.97,367828.1299999999,0.0,367828.1299999999,0.0,367828.1299999999,69887.34469999997,800,69887.34469999997,55909875.759999976,A258,258,69887,800,55909876,0.0,0.0,258,69887,800,55909876,0.0,0.0,258,69887,800,55909876,0.0,0.0,258,69887,800,55909876,0.0,0.0,258,69887,800,55909876,0.0,0.0,258,69887,800,55909876,0.0,0.0,258,69887,800,55909876,0.0,0.0,258,69887,800,55909876,0.0,0.0,258,69887,800,55909876,0.0,0.0,258,69887,800,55909876,0.0,0.0,258,69887,800,55909876,0.0,0.0,258,69887,800,55909876,0.0,0.0,258,69887,800,55909876,0.0,0.0,258,69887,800,55909876,0.0,0.0,258,69887,800,55909876,0.0,0.0,258,69887,800,55909876,0.0,0.0
259,0.0,Manufacturing,Śląskie,0,8587754.51,8502510.84,85243.66999999993,0.0,85243.66999999993,0.0,85243.66999999993,16196.297299999986,800,16196.297299999986,12957037.839999989,A259,259,16196,800,12957038,0.0,0.0,259,16196,800,12957038,0.0,0.0,259,16196,800,12957038,0.0,0.0,259,16196,800,12957038,0.0,0.0,259,16196,800,12957038,0.0,0.0,259,16196,800,12957038,0.0,0.0,259,16196,800,12957038,0.0,0.0,259,16196,800,12957038,0.0,0.0,259,16196,800,12957038,0.0,0.0,259,16196,800,12957038,0.0,0.0,259,16196,800,12957038,0.0,0.0,259,16196,800,12957038,0.0,0.0,259,16196,800,12957038,0.0,0.0,259,16196,800,12957038,0.0,0.0,259,16196,800,12957038,0.0,0.0,259,16196,800,12957038,0.0,0.0
260,0.0,Manufacturing,Pomorskie,0,8587666.13,7631990.07,955676.0600000005,0.0,955676.0600000005,0.0,955676.0600000005,181578.4514000001,800,181578.4514000001,145262761.1200001,A260,260,181578,800,145262761,0.0,0.0,260,181578,800,145262761,0.0,0.0,260,181578,800,145262761,0.0,0.0,260,181578,800,145262761,0.0,0.0,260,181578,800,145262761,0.0,0.0,260,181578,800,145262761,0.0,0.0,260,181578,800,145262761,0.0,0.0,260,181578,800,145262761,0.0,0.0,260,181578,800,145262761,0.0,0.0,260,181578,800,145262761,0.0,0.0,260,181578,800,145262761,0.0,0.0,260,181578,800,145262761,0.0,0.0,260,181578,800,145262761,0.0,0.0,260,181578,800,145262761,0.0,0.0,260,181578,800,145262761,0.0,0.0,260,181578,800,145262761,0.0,0.0
261,0.0,Not determined,Łódzkie,0,8587517.84,8574656.3,12861.539999999106,0.0,12861.539999999106,0.0,12861.539999999106,2443.6925999998302,800,2443.6925999998302,1954954.079999864,A261,261,2444,800,1954954,0.0,0.0,261,2444,800,1954954,0.0,0.0,261,2444,800,1954954,0.0,0.0,261,2444,800,1954954,0.0,0.0,261,2444,800,1954954,0.0,0.0,261,2444,800,1954954,0.0,0.0,261,2444,800,1954954,0.0,0.0,261,2444,800,1954954,0.0,0.0,261,2444,800,1954954,0.0,0.0,261,2444,800,1954954,0.0,0.0,261,2444,800,1954954,0.0,0.0,261,2444,800,1954954,0.0,0.0,261,2444,800,1954954,0.0,0.0,261,2444,800,1954954,0.0,0.0,261,2444,800,1954954,0.0,0.0,261,2444,800,1954954,0.0,0.0
262,0.0,Wholesale/Retail Trade,Pomorskie,0,8587467.08,8096089.26,491377.8200000003,0.0,243955.5400000003,0.0,243955.5400000003,46351.55260000006,800,46351.55260000006,37081242.08000005,A262,262,46352,800,37081242,0.0,0.0,262,46352,800,37081242,0.0,0.0,262,46352,800,37081242,0.0,0.0,262,46352,800,37081242,0.0,0.0,262,46352,800,37081242,0.0,0.0,262,46352,800,37081242,0.0,0.0,262,46352,800,37081242,0.0,0.0,262,46352,800,37081242,0.0,0.0,262,46352,800,37081242,0.0,0.0,262,46352,800,37081242,0.0,0.0,262,46352,800,37081242,0.0,0.0,262,46352,800,37081242,0.0,0.0,262,46352,800,37081242,0.0,0.0,262,46352,800,37081242,0.0,0.0,262,46352,800,37081242,0.0,0.0,262,46352,800,37081242,0.0,0.0
263,0.0,Construction,Wielkopolskie,0,8587116.11,8318219.47,268896.63999999966,0.0,268896.63999999966,0.0,268896.63999999966,51090.36159999994,800,51090.36159999994,40872289.27999995,A263,263,51090,800,40872289,0.0,0.0,263,51090,800,40872289,0.0,0.0,263,51090,800,40872289,0.0,0.0,263,51090,800,40872289,0.0,0.0,263,51090,800,40872289,0.0,0.0,263,51090,800,40872289,0.0,0.0,263,51090,800,40872289,0.0,0.0,263,51090,800,40872289,0.0,0.0,263,51090,800,40872289,0.0,0.0,263,51090,800,40872289,0.0,0.0,263,51090,800,40872289,0.0,0.0,263,51090,800,40872289,0.0,0.0,263,51090,800,40872289,0.0,0.0,263,51090,800,40872289,0.0,0.0,263,51090,800,40872289,0.0,0.0,263,51090,800,40872289,0.0,0.0
264,0.0,Not determined,Wielkopolskie,0,8586747.35,8264327.67,322419.6799999997,0.0,201081.0899999997,0.0,201081.0899999997,38205.407099999946,800,38205.407099999946,30564325.679999955,A264,264,38205,800,30564326,0.0,0.0,264,38205,800,30564326,0.0,0.0,264,38205,800,30564326,0.0,0.0,264,38205,800,30564326,0.0,0.0,264,38205,800,30564326,0.0,0.0,264,38205,800,30564326,0.0,0.0,264,38205,800,30564326,0.0,0.0,264,38205,800,30564326,0.0,0.0,264,38205,800,30564326,0.0,0.0,264,38205,800,30564326,0.0,0.0,264,38205,800,30564326,0.0,0.0,264,38205,800,30564326,0.0,0.0,264,38205,800,30564326,0.0,0.0,264,38205,800,30564326,0.0,0.0,264,38205,800,30564326,0.0,0.0,264,38205,800,30564326,0.0,0.0
265,0.0,Wholesale/Retail Trade,Pomorskie,0,8586716.91,7816537.48,770179.4299999997,0.0,770179.4299999997,0.0,770179.4299999997,146334.09169999993,800,146334.09169999993,117067273.35999994,A265,265,146334,800,117067273,0.0,0.0,265,146334,800,117067273,0.0,0.0,265,146334,800,117067273,0.0,0.0,265,146334,800,117067273,0.0,0.0,265,146334,800,117067273,0.0,0.0,265,146334,800,117067273,0.0,0.0,265,146334,800,117067273,0.0,0.0,265,146334,800,117067273,0.0,0.0,265,146334,800,117067273,0.0,0.0,265,146334,800,117067273,0.0,0.0,265,146334,800,117067273,0.0,0.0,265,146334,800,117067273,0.0,0.0,265,146334,800,117067273,0.0,0.0,265,146334,800,117067273,0.0,0.0,265,146334,800,117067273,0.0,0.0,265,146334,800,117067273,0.0,0.0
266,0.0,Finance,Mazowieckie,0,8586317.17,8834021.23,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A266,266,0,800,0,0.0,0.0,266,0,800,0,0.0,0.0,266,0,800,0,0.0,0.0,266,0,800,0,0.0,0.0,266,0,800,0,0.0,0.0,266,0,800,0,0.0,0.0,266,0,800,0,0.0,0.0,266,0,800,0,0.0,0.0,266,0,800,0,0.0,0.0,266,0,800,0,0.0,0.0,266,0,800,0,0.0,0.0,266,0,800,0,0.0,0.0,266,0,800,0,0.0,0.0,266,0,800,0,0.0,0.0,266,0,800,0,0.0,0.0,266,0,800,0,0.0,0.0
267,0.0,Utilities,Warmińsko-Mazurskie,0,8585780.43,7778744.91,807035.5199999996,671634.76,135400.75999999954,0.0,135400.75999999954,25726.144399999914,800,25726.144399999914,20580915.519999932,A267,267,25726,800,20580916,0.0,0.0,267,25726,800,20580916,0.0,0.0,267,25726,800,20580916,0.0,0.0,267,25726,800,20580916,0.0,0.0,267,28425,800,22739732,2.158816479999997,2.158816479999997,267,25726,800,20580916,0.0,0.0,267,25726,800,20580916,0.0,0.0,267,25726,800,20580916,0.0,0.0,267,25726,800,20580916,0.0,0.0,267,150638,800,120510583,99.92966704000001,99.92966704000001,267,25726,800,20580916,0.0,0.0,267,25726,800,20580916,0.0,0.0,267,25726,800,20580916,0.0,0.0,267,25726,800,20580916,0.0,0.0,267,25726,800,20580916,0.0,0.0,267,25726,800,20580916,0.0,0.0
268,0.0,ICT,Zachodniopomorskie,0,8585426.98,8383042.91,202384.0700000003,0.0,2.9103830456733704e-10,0.0,2.9103830456733704e-10,5.5297277867794034e-11,800,5.5297277867794034e-11,4.423782229423523e-08,A268,268,0,800,0,0.0,0.0,268,0,800,0,0.0,0.0,268,0,800,0,0.0,0.0,268,0,800,0,0.0,0.0,268,0,800,0,0.0,0.0,268,0,800,0,0.0,0.0,268,0,800,0,0.0,0.0,268,0,800,0,0.0,0.0,268,0,800,0,0.0,0.0,268,0,800,0,0.0,0.0,268,0,800,0,0.0,0.0,268,0,800,0,0.0,0.0,268,0,800,0,0.0,0.0,268,0,800,0,0.0,0.0,268,0,800,0,0.0,0.0,268,0,800,0,0.0,0.0
269,0.0,Utilities,Mazowieckie,0,8585285.38,7389246.52,1196038.8600000013,0.0,1196038.8600000013,0.0,1196038.8600000013,227247.38340000025,800,227247.38340000025,181797906.7200002,A269,269,227247,800,181797907,0.0,0.0,269,227247,800,181797907,0.0,0.0,269,227247,800,181797907,0.0,0.0,269,227247,800,181797907,0.0,0.0,269,227247,800,181797907,0.0,0.0,269,227247,800,181797907,0.0,0.0,269,227247,800,181797907,0.0,0.0,269,227247,800,181797907,0.0,0.0,269,227247,800,181797907,0.0,0.0,269,227247,800,181797907,0.0,0.0,269,227247,800,181797907,0.0,0.0,269,227247,800,181797907,0.0,0.0,269,227247,800,181797907,0.0,0.0,269,227247,800,181797907,0.0,0.0,269,227247,800,181797907,0.0,0.0,269,227247,800,181797907,0.0,0.0
270,0.0,Real Estate,Mazowieckie,0,8585061.87,8322023.18,263038.6899999995,157647.4,105391.28999999948,0.0,105391.28999999948,20024.345099999904,800,20024.345099999904,16019476.079999924,A270,270,20024,800,16019476,0.0,0.0,270,20024,800,16019476,0.0,0.0,270,20024,800,16019476,0.0,0.0,270,20024,800,16019476,0.0,0.0,270,20024,800,16019476,0.0,0.0,270,20024,800,16019476,0.0,0.0,270,20024,800,16019476,0.0,0.0,270,20024,800,16019476,0.0,0.0,270,49977,800,39981881,23.962404799999998,23.962404799999998,270,20024,800,16019476,0.0,0.0,270,20024,800,16019476,0.0,0.0,270,20024,800,16019476,0.0,0.0,270,20024,800,16019476,0.0,0.0,270,20024,800,16019476,0.0,0.0,270,20024,800,16019476,0.0,0.0,270,20024,800,16019476,0.0,0.0
271,0.0,Wholesale/Retail Trade,Pomorskie,0,8584702.37,6334035.45,2250666.919999999,0.0,2250666.919999999,0.0,2250666.919999999,427626.71479999984,800,427626.71479999984,342101371.83999985,A271,271,427627,800,342101372,0.0,0.0,271,427627,800,342101372,0.0,0.0,271,427627,800,342101372,0.0,0.0,271,427627,800,342101372,0.0,0.0,271,427627,800,342101372,0.0,0.0,271,427627,800,342101372,0.0,0.0,271,427627,800,342101372,0.0,0.0,271,427627,800,342101372,0.0,0.0,271,427627,800,342101372,0.0,0.0,271,427627,800,342101372,0.0,0.0,271,427627,800,342101372,0.0,0.0,271,427627,800,342101372,0.0,0.0,271,427627,800,342101372,0.0,0.0,271,427627,800,342101372,0.0,0.0,271,427627,800,342101372,0.0,0.0,271,427627,800,342101372,0.0,0.0
272,0.0,Not determined,Zachodniopomorskie,0,8584153.2,9246162.53,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A272,272,0,800,0,0.0,0.0,272,0,800,0,0.0,0.0,272,0,800,0,0.0,0.0,272,0,800,0,0.0,0.0,272,0,800,0,0.0,0.0,272,0,800,0,0.0,0.0,272,0,800,0,0.0,0.0,272,0,800,0,0.0,0.0,272,0,800,0,0.0,0.0,272,0,800,0,0.0,0.0,272,0,800,0,0.0,0.0,272,0,800,0,0.0,0.0,272,0,800,0,0.0,0.0,272,0,800,0,0.0,0.0,272,0,800,0,0.0,0.0,272,0,800,0,0.0,0.0
273,0.0,Professional/Scientific,Pomorskie,0,8584053.61,8602532.41,0.0,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A273,273,0,800,0,0.0,0.0,273,0,800,0,0.0,0.0,273,0,800,0,0.0,0.0,273,0,800,0,0.0,0.0,273,0,800,0,0.0,0.0,273,0,800,0,0.0,0.0,273,0,800,0,0.0,0.0,273,0,800,0,0.0,0.0,273,0,800,0,0.0,0.0,273,0,800,0,0.0,0.0,273,0,800,0,0.0,0.0,273,0,800,0,0.0,0.0,273,0,800,0,0.0,0.0,273,0,800,0,0.0,0.0,273,0,800,0,0.0,0.0,273,0,800,0,0.0,0.0
274,0.0,Real Estate,Wielkopolskie,0,8583957.6,7998496.57,585461.0299999993,493280.43,92180.59999999934,0.0,92180.59999999934,17514.313999999875,800,17514.313999999875,14011451.1999999,A274,274,17514,800,14011451,0.0,0.0,274,17514,800,14011451,0.0,0.0,274,17514,800,14011451,0.0,0.0,274,17514,800,14011451,0.0,0.0,274,17514,800,14011451,0.0,0.0,274,17514,800,14011451,0.0,0.0,274,17514,800,14011451,0.0,0.0,274,17514,800,14011451,0.0,0.0,274,111238,800,88990077,74.97862536,74.97862536,274,17514,800,14011451,0.0,0.0,274,17514,800,14011451,0.0,0.0,274,17514,800,14011451,0.0,0.0,274,17514,800,14011451,0.0,0.0,274,17514,800,14011451,0.0,0.0,274,17514,800,14011451,0.0,0.0,274,17514,800,14011451,0.0,0.0
275,0.0,Not determined,Pomorskie,0,8583385.74,0.0,8583385.74,8583385.74,0.0,0.0,0.0,0.0,800,0.0,0.0,A275,275,0,800,0,0.0,0.0,275,0,800,0,0.0,0.0,275,0,800,0,0.0,0.0,275,0,800,0,0.0,0.0,275,0,800,0,0.0,0.0,275,0,800,0,0.0,0.0,275,0,800,0,0.0,0.0,275,0,800,0,0.0,0.0,275,0,800,0,0.0,0.0,275,0,800,0,0.0,0.0,275,0,800,0,0.0,0.0,275,0,800,0,0.0,0.0,275,0,800,0,0.0,0.0,275,0,800,0,0.0,0.0,275,1630843,800,1304674632,1304.6746324800001,1304.6746324800001,275,0,800,0,0.0,0.0
276,0.0,Mining and Quarrying,Małopolskie,0,8583350.44,8203218.43,380132.0099999998,0.0,0.0,0.0,0.0,0.0,800,0.0,0.0,A276,276,0,800,0,0.0,0.0,276,0,800,0,0.0,0.0,276,0,800,0,0.0,0.0,276,0,800,0,0.0,0.0,276,0,800,0,0.0,0.0,276,0,800,0,0.0,0.0,276,0,800,0,0.0,0.0,276,0,800,0,0.0,0.0,276,0,800,0,0.0,0.0,276,0,800,0,0.0,0.0,276,0,800,0,0.0,0.0,276,0,800,0,0.0,0.0,276,0,800,0,0.0,0.0,276,0,800,0,0.0,0.0,276,0,800,0,0.0,0.0,276,0,800,0,0.0,0.0
277,0.0,Manufacturing,Lubelskie,0,8583019.15,8574893.73,8125.4199999999255,0.0,8125.4199999999255,0.0,8125.4199999999255,1543.8297999999859,800,1543.8297999999859,1235063.8399999887,A277,277,1544,800,1235064,0.0,0.0,277,1544,800,1235064,0.0,0.0,277,1544,800,1235064,0.0,0.0,277,1544,800,1235064,0.0,0.0,277,1544,800,1235064,0.0,0.0,277,1544,800,1235064,0.0,0.0,277,1544,800,1235064,0.0,0.0,277,1544,800,1235064,0.0,0.0,277,1544,800,1235064,0.0,0.0,277,1544,800,1235064,0.0,0.0,277,1544,800,1235064,0.0,0.0,277,1544,800,1235064,0.0,0.0,277,1544,800,1235064,0.0,0.0,277,1544,800,1235064,0.0,0.0,277,1544,800,1235064,0.0,0.0,277,1544,800,1235064,0.0,0.0
